Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
28/02/2020,37,45.75,45.75,364.214
28/02/2020,38,45.75,45.75,149.549
28/02/2020,39,44,44,39.201
28/02/2020,40,16.25,16.25,-18.751
28/02/2020,41,43,43,47.492
28/02/2020,42,15.81,15.81,-151.289
28/02/2020,43,2.35,2.35,-536.159
28/02/2020,44,15.8,15.8,-48.995
28/02/2020,45,18.91,18.91,-113.487
28/02/2020,46,43,43,303.127
28/02/2020,47,44,44,155.961
28/02/2020,48,10.63407,10.63407,-317.99
29/02/2020,1,9.05,9.05,-307.333
29/02/2020,2,44,44,27.736
29/02/2020,3,9.81004,9.81004,-221.421
29/02/2020,4,4,4,-547.778
29/02/2020,5,4,4,-653.531
29/02/2020,6,4,4,-648.535
29/02/2020,7,4,4,-485.879
29/02/2020,8,4,4,-723.231
29/02/2020,9,2.34,2.34,-458.452
29/02/2020,10,2.34,2.34,-434.742
29/02/2020,11,5.14,5.14,-262.821
29/02/2020,12,7.44,7.44,-88.64
29/02/2020,13,37.55,37.55,138.438
29/02/2020,14,43.8,43.8,232.092
29/02/2020,15,10.15013,10.15013,-201.789
29/02/2020,16,11.25005,11.25005,-8.12
29/02/2020,17,44,44,333.417
29/02/2020,18,44.5,44.5,551.438
29/02/2020,19,44.5,44.5,734.053
29/02/2020,20,44.5,44.5,491.889
29/02/2020,21,44,44,87.747
29/02/2020,22,44,44,19.05
29/02/2020,23,44,44,236.598
29/02/2020,24,15.05,15.05,-82.865
29/02/2020,25,4,4,-398.864
29/02/2020,26,4,4,-515.41
29/02/2020,27,4,4,-765.099
29/02/2020,28,2.35,2.35,-808.8
29/02/2020,29,2.75,2.75,-799.502
29/02/2020,30,4,4,-729.354
29/02/2020,31,0,0,-869.927
29/02/2020,32,2.35,2.35,-878.542
29/02/2020,33,2.35,2.35,-582.147
29/02/2020,34,44,44,53.004
29/02/2020,35,45.95,45.95,198.58
29/02/2020,36,46.8,46.8,369.407
29/02/2020,37,49,49,620.859
29/02/2020,38,49,49,569.323
29/02/2020,39,43.98,43.98,114.227
29/02/2020,40,39.45,39.45,14.414
29/02/2020,41,48,48,81.753
29/02/2020,42,13.15012,13.15012,-27.832
29/02/2020,43,46.01,46.01,211.212
29/02/2020,44,48,48,283.01
29/02/2020,45,45,45,285.982
29/02/2020,46,43,43,52.833
29/02/2020,47,12.66,12.66,-35.784
29/02/2020,48,7.79303,7.79303,-250.501
01/03/2020,1,7.74,7.74,-261.544
01/03/2020,2,9.46,9.46,-193.518
01/03/2020,3,9.76,9.76,-93.37
01/03/2020,4,4.05022,4.05022,-358.154
01/03/2020,5,20,20,-129.077
01/03/2020,6,4,4,-354.567
01/03/2020,7,2.44,2.44,-515.625
01/03/2020,8,1.04,1.04,-637.758
01/03/2020,9,0.25,0.25,-531.608
01/03/2020,10,0.75,0.75,-393.446
01/03/2020,11,4,4,-259.692
01/03/2020,12,4,4,-146.055
01/03/2020,13,4.69,4.69,-296.886
01/03/2020,14,5.38,5.38,-190.647
01/03/2020,15,5.75,5.75,-196.389
01/03/2020,16,5.75,5.75,-184.241
01/03/2020,17,4,4,-500.817
01/03/2020,18,4,4,-305.621
01/03/2020,19,2.35,2.35,-842.169
01/03/2020,20,2,2,-866.352
01/03/2020,21,4,4,-610.168
01/03/2020,22,4,4,-584.653
01/03/2020,23,4,4,-633.462
01/03/2020,24,4,4,-429.514
01/03/2020,25,42,42,8.488
01/03/2020,26,42,42,115.058
01/03/2020,27,5.31,5.31,-131.117
01/03/2020,28,5.15,5.15,-201.864
01/03/2020,29,4.53,4.53,-142.823
01/03/2020,30,4.44,4.44,-190.072
01/03/2020,31,4,4,-454.984
01/03/2020,32,4,4,-410.089
01/03/2020,33,5.1,5.1,-59.875
01/03/2020,34,42,42,6.639
01/03/2020,35,46,46,80.731
01/03/2020,36,46.7,46.7,236.204
01/03/2020,37,49,49,552.44
01/03/2020,38,49,49,510.865
01/03/2020,39,49,49,736.965
01/03/2020,40,46.95,46.95,311.676
01/03/2020,41,46.7,46.7,354.33
01/03/2020,42,45.5,45.5,73.903
01/03/2020,43,44.5,44.5,77.092
01/03/2020,44,44.72,44.72,179.79
01/03/2020,45,44.5,44.5,337.326
01/03/2020,46,43.9,43.9,184.73
01/03/2020,47,43.8,43.8,47.772
01/03/2020,48,43.8,43.8,73.562
02/03/2020,1,43.8,43.8,94.304
02/03/2020,2,43.8,43.8,218.568
02/03/2020,3,43.8,43.8,200.946
02/03/2020,4,43.8,43.8,144.266
02/03/2020,5,43.8,43.8,122.392
02/03/2020,6,43.8,43.8,121.99
02/03/2020,7,43.8,43.8,28.663
02/03/2020,8,43.8,43.8,171.511
02/03/2020,9,43.8,43.8,163.2
02/03/2020,10,43.8,43.8,205.365
02/03/2020,11,43.9,43.9,503.554
02/03/2020,12,45,45,809.565
02/03/2020,13,47,47,718.769
02/03/2020,14,47,47,657.806
02/03/2020,15,56,56,887.485
02/03/2020,16,56,56,986.885
02/03/2020,17,55,55,869.161
02/03/2020,18,52,52,576.011
02/03/2020,19,49,49,309.855
02/03/2020,20,47,47,41.553
02/03/2020,21,18.4,18.4,-153.341
02/03/2020,22,17.3,17.3,-416.974
02/03/2020,23,45,45,57.903
02/03/2020,24,45,45,180.341
02/03/2020,25,46.5,46.5,411.049
02/03/2020,26,30,30,-19.373
02/03/2020,27,18.5,18.5,-152.753
02/03/2020,28,17.53,17.53,-324.46
02/03/2020,29,18.5,18.5,-228.707
02/03/2020,30,17.53,17.53,-502.177
02/03/2020,31,15,15,-881.083
02/03/2020,32,13.9,13.9,-674.052
02/03/2020,33,17.53,17.53,-570.786
02/03/2020,34,43,43,162.244
02/03/2020,35,48,48,236.662
02/03/2020,36,49,49,356.014
02/03/2020,37,49,49,467.397
02/03/2020,38,49,49,381.749
02/03/2020,39,49,49,440.807
02/03/2020,40,48,48,207.644
02/03/2020,41,47,47,25.566
02/03/2020,42,17.8,17.8,-163.73
02/03/2020,43,17.8,17.8,-92.862
02/03/2020,44,17.4,17.4,-248.418
02/03/2020,45,8,8,-482.447
02/03/2020,46,2.5,2.5,-521.503
02/03/2020,47,20.25,20.25,-131.838
02/03/2020,48,20.25,20.25,-106.875
03/03/2020,1,23.52,23.52,-127.4
03/03/2020,2,25.17,25.17,-149.48
03/03/2020,3,29.76,29.76,-69.3
03/03/2020,4,30.31,30.31,-217.779
03/03/2020,5,27.35,27.35,-233.981
03/03/2020,6,26.92,26.92,-196.32
03/03/2020,7,26.66,26.66,-254.737
03/03/2020,8,27.67,27.67,-174.555
03/03/2020,9,28.91,28.91,-211.01
03/03/2020,10,39.85,39.85,57.358
03/03/2020,11,39.85,39.85,469.079
03/03/2020,12,39.85,39.85,353.774
03/03/2020,13,54.5,54.5,822.17
03/03/2020,14,64.4,64.4,947.168
03/03/2020,15,45,45,557.456
03/03/2020,16,46.5,46.5,643.468
03/03/2020,17,45,45,476.959
03/03/2020,18,45,45,372.495
03/03/2020,19,45,45,228.123
03/03/2020,20,44.99,44.99,128.981
03/03/2020,21,19.5,19.5,-292.79
03/03/2020,22,19.75,19.75,-254.608
03/03/2020,23,19.75,19.75,-143.065
03/03/2020,24,19.86,19.86,-34.886
03/03/2020,25,46.5,46.5,284.367
03/03/2020,26,47.5,47.5,751.736
03/03/2020,27,57.5,57.5,894.772
03/03/2020,28,47.5,47.5,701.104
03/03/2020,29,52.99,52.99,615.371
03/03/2020,30,44.75,44.75,166.31
03/03/2020,31,45.5,45.5,305.415
03/03/2020,32,44.75,44.75,111.619
03/03/2020,33,44.25,44.25,51.101
03/03/2020,34,51.4,51.4,141.893
03/03/2020,35,59.5,59.5,313.215
03/03/2020,36,71.9,71.9,475.495
03/03/2020,37,54,54,271.008
03/03/2020,38,125,125,772.577
03/03/2020,39,59.5,59.5,357.813
03/03/2020,40,20.4,20.4,-153.795
03/03/2020,41,20.28468,20.28468,-269.209
03/03/2020,42,44.13407,44.13407,5.244
03/03/2020,43,53,53,317.192
03/03/2020,44,50,50,140.68
03/03/2020,45,47.5,47.5,160.101
03/03/2020,46,20.5,20.5,-34.086
03/03/2020,47,0,0,-382.024
03/03/2020,48,2.1,2.1,-112.687
04/03/2020,1,42,42,101.284
04/03/2020,2,8.1,8.1,-0.567
04/03/2020,3,42,42,62.925
04/03/2020,4,42,42,58.574
04/03/2020,5,41,41,27.21
04/03/2020,6,41,41,21.411
04/03/2020,7,41,41,6.216
04/03/2020,8,41,41,11.299
04/03/2020,9,34.86,34.86,-78.31
04/03/2020,10,41,41,4.333
04/03/2020,11,39.85,39.85,249.645
04/03/2020,12,20.25,20.25,-193.869
04/03/2020,13,20.25,20.25,-210.179
04/03/2020,14,47.08,47.08,98.4
04/03/2020,15,21,21,-213.022
04/03/2020,16,66,66,78.112
04/03/2020,17,22.5,22.5,-3.422
04/03/2020,18,22.25,22.25,-157.947
04/03/2020,19,22.3,22.3,-128.131
04/03/2020,20,22.55,22.55,-30.786
04/03/2020,21,39.35322,39.35322,68.09
04/03/2020,22,22.61,22.61,-148.235
04/03/2020,23,0,0,-213.778
04/03/2020,24,0,0,-140.4
04/03/2020,25,22.8,22.8,-100.574
04/03/2020,26,37.35,37.35,39.212
04/03/2020,27,72,72,156.62
04/03/2020,28,38.5978,38.5978,77.748
04/03/2020,29,38.35,38.35,55.502
04/03/2020,30,23.35,23.35,-115.228
04/03/2020,31,23.35,23.35,-267.591
04/03/2020,32,23.47,23.47,-6.817
04/03/2020,33,125,125,28.058
04/03/2020,34,125,125,63.933
04/03/2020,35,119.14,119.14,4.045
04/03/2020,36,144.14,144.14,36.513
04/03/2020,37,2242.3068,2242.3068,470.36
04/03/2020,38,1708.0518,1708.0518,380.781
04/03/2020,39,23.35,23.35,-161.508
04/03/2020,40,0,0,-177.65
04/03/2020,41,25.05,25.05,-3.863
04/03/2020,42,66.5,66.5,107.638
04/03/2020,43,104,104,306.987
04/03/2020,44,45,45,191.967
04/03/2020,45,50,50,231.426
04/03/2020,46,55,55,252.447
04/03/2020,47,23.5,23.5,-135.406
04/03/2020,48,23.5,23.5,-156.715
05/03/2020,1,23.5,23.5,-69.501
05/03/2020,2,42.5,42.5,120.525
05/03/2020,3,42.5,42.5,68.927
05/03/2020,4,0,0,-189.148
05/03/2020,5,0,0,-173.312
05/03/2020,6,0,0,-199.729
05/03/2020,7,40,40,74.702
05/03/2020,8,23.5,23.5,-74.41
05/03/2020,9,0,0,-327.625
05/03/2020,10,0,0,-386.268
05/03/2020,11,0,0,-513.389
05/03/2020,12,0,0,-830.374
05/03/2020,13,0,0,-494.549
05/03/2020,14,22.7,22.7,-234.591
05/03/2020,15,22.7,22.7,-440.255
05/03/2020,16,23,23,-212.416
05/03/2020,17,0,0,-268.667
05/03/2020,18,0,0,-69.478
05/03/2020,19,66,66,44.533
05/03/2020,20,87,87,378.698
05/03/2020,21,80,80,164.759
05/03/2020,22,41.5,41.5,58.273
05/03/2020,23,23.98,23.98,-198.103
05/03/2020,24,24,24,-124.956
05/03/2020,25,24,24,-107.809
05/03/2020,26,24,24,-195.645
05/03/2020,27,25.05,25.05,-346.625
05/03/2020,28,25,25,-419.692
05/03/2020,29,25.35,25.35,-117.92
05/03/2020,30,47,47,174.862
05/03/2020,31,42.8,42.8,0.866
05/03/2020,32,25.25,25.25,-145.528
05/03/2020,33,47,47,91.137
05/03/2020,34,47,47,89.122
05/03/2020,35,25.35,25.35,-325.892
05/03/2020,36,25.35,25.35,-265.094
05/03/2020,37,2.2,2.2,-267.75
05/03/2020,38,23.75,23.75,-168.696
05/03/2020,39,26,26,-5.113
05/03/2020,40,48,48,53.167
05/03/2020,41,26,26,-94.531
05/03/2020,42,25.5,25.5,-224.61
05/03/2020,43,23.75,23.75,-27.867
05/03/2020,44,25.45,25.45,-75.312
05/03/2020,45,25.5,25.5,-59.496
05/03/2020,46,25.5,25.5,-59.577
05/03/2020,47,25.7,25.7,-2.179
05/03/2020,48,40,40,126.834
06/03/2020,1,40,40,167.923
06/03/2020,2,40,40,113.902
06/03/2020,3,41.5,41.5,163.97
06/03/2020,4,40,40,122.776
06/03/2020,5,41.5,41.5,119.526
06/03/2020,6,40,40,4.1
06/03/2020,7,40,40,47.328
06/03/2020,8,30.74,30.74,-78.563
06/03/2020,9,32.11,32.11,-143.852
06/03/2020,10,40,40,72.747
06/03/2020,11,32,32,-29.134
06/03/2020,12,50,50,109.07
06/03/2020,13,50,50,125.714
06/03/2020,14,23.9,23.9,-40.528
06/03/2020,15,105,105,231.079
06/03/2020,16,125,125,484.873
06/03/2020,17,105,105,287.737
06/03/2020,18,49,49,190.299
06/03/2020,19,32.5,32.5,43.09
06/03/2020,20,23.8,23.8,-282.544
06/03/2020,21,23.8,23.8,-426.188
06/03/2020,22,23.75,23.75,-589.087
06/03/2020,23,23.75,23.75,-462.685
06/03/2020,24,23.8,23.8,-554.383
06/03/2020,25,23.8,23.8,-724.769
06/03/2020,26,23.8,23.8,-670.65
06/03/2020,27,23.9,23.9,-533.278
06/03/2020,28,23.9,23.9,-302.615
06/03/2020,29,23.9,23.9,-514.821
06/03/2020,30,0,0,-500.05
06/03/2020,31,0,0,-347.666
06/03/2020,32,0,0,-294.85
06/03/2020,33,24,24,-89.779
06/03/2020,34,42.9,42.9,42.139
06/03/2020,35,23.99,23.99,-537.928
06/03/2020,36,24,24,-820.464
06/03/2020,37,24.25,24.25,-43.256
06/03/2020,38,66,66,541.415
06/03/2020,39,48,48,208.571
06/03/2020,40,24.3,24.3,-98.274
06/03/2020,41,49.5,49.5,315.298
06/03/2020,42,47,47,211.132
06/03/2020,43,45.75,45.75,200.943
06/03/2020,44,100,100,451.715
06/03/2020,45,44.75,44.75,174.075
06/03/2020,46,44,44,210.864
06/03/2020,47,43.25,43.25,75.166
06/03/2020,48,43.5,43.5,213.159
07/03/2020,1,43.5,43.5,534.621
07/03/2020,2,43.5,43.5,598.877
07/03/2020,3,43.5,43.5,762.567
07/03/2020,4,43.5,43.5,507.16
07/03/2020,5,24.12,24.12,-105.507
07/03/2020,6,24.1,24.1,-455.268
07/03/2020,7,19.66,19.66,-534.826
07/03/2020,8,15.52,15.52,-615.548
07/03/2020,9,15.04,15.04,-526.04
07/03/2020,10,2.2,2.2,-621.591
07/03/2020,11,2.2,2.2,-474.372
07/03/2020,12,2.1,2.1,-568.477
07/03/2020,13,21.13013,21.13013,-344.183
07/03/2020,14,24.23,24.23,-182.208
07/03/2020,15,2.35,2.35,-234.958
07/03/2020,16,27.7,27.7,-87.357
07/03/2020,17,11.95,11.95,-278.566
07/03/2020,18,11.95,11.95,-176.651
07/03/2020,19,32.51,32.51,-318.125
07/03/2020,20,13.06,13.06,-578.168
07/03/2020,21,0,0,-788.213
07/03/2020,22,0,0,-1117.158
07/03/2020,23,0,0,-828.66
07/03/2020,24,2.1,2.1,-599.616
07/03/2020,25,2.35,2.35,-293.681
07/03/2020,26,2.2,2.2,-430.092
07/03/2020,27,5,5,-252.728
07/03/2020,28,20.17,20.17,-150.831
07/03/2020,29,21.14,21.14,-100.272
07/03/2020,30,21.06,21.06,-80.303
07/03/2020,31,25.38,25.38,-161.08
07/03/2020,32,22.4,22.4,-154.51
07/03/2020,33,2.35,2.35,-200.963
07/03/2020,34,2.35,2.35,-224.956
07/03/2020,35,2.1,2.1,-752.246
07/03/2020,36,2.35,2.35,-220.979
07/03/2020,37,29.06,29.06,-5.141
07/03/2020,38,40,40,-60.817
07/03/2020,39,13.57601,13.57601,-45.612
07/03/2020,40,13.06,13.06,-209.878
07/03/2020,41,43.75,43.75,32.392
07/03/2020,42,27,27,-176.48
07/03/2020,43,42.75,42.75,41.498
07/03/2020,44,19.95,19.95,-149.46
07/03/2020,45,19.33,19.33,-273.607
07/03/2020,46,-9,-9,-733.222
07/03/2020,47,-8,-8,-477.275
07/03/2020,48,-8.92,-8.92,-736.529
08/03/2020,1,-9.24,-9.24,-794.551
08/03/2020,2,1.72,1.72,-653.076
08/03/2020,3,3.84,3.84,-326.063
08/03/2020,4,4.81,4.81,-336.662
08/03/2020,5,4.69,4.69,-406.942
08/03/2020,6,3.83,3.83,-286.569
08/03/2020,7,2.5,2.5,-350.103
08/03/2020,8,2.5,2.5,-381.875
08/03/2020,9,4.09,4.09,-169.269
08/03/2020,10,4.97,4.97,-93.721
08/03/2020,11,2.5,2.5,-314.045
08/03/2020,12,2.5,2.5,-393.518
08/03/2020,13,2.5,2.5,-405.786
08/03/2020,14,2.5,2.5,-356.046
08/03/2020,15,2.5,2.5,-419.776
08/03/2020,16,2.5,2.5,-514.274
08/03/2020,17,2.5,2.5,-516.339
08/03/2020,18,10.55,10.55,-90.188
08/03/2020,19,8,8,-468.237
08/03/2020,20,8.93,8.93,-382.764
08/03/2020,21,11.05,11.05,-215.879
08/03/2020,22,9.52,9.52,-306.321
08/03/2020,23,10.63,10.63,-374.025
08/03/2020,24,12.47,12.47,-235.884
08/03/2020,25,7.8,7.8,-167.994
08/03/2020,26,7.8,7.8,-147.679
08/03/2020,27,42.75,42.75,19.908
08/03/2020,28,42.75,42.75,23.632
08/03/2020,29,42.75,42.75,66.004
08/03/2020,30,14.4701,14.4701,-20.988
08/03/2020,31,43,43,267.181
08/03/2020,32,43.5,43.5,350.23
08/03/2020,33,43.84,43.84,421.461
08/03/2020,34,48,48,746.744
08/03/2020,35,50,50,821.846
08/03/2020,36,52,52,1097.731
08/03/2020,37,54.9,54.9,814.923
08/03/2020,38,54.9,54.9,935.116
08/03/2020,39,52,52,751.701
08/03/2020,40,50,50,413.598
08/03/2020,41,48.84,48.84,98.176
08/03/2020,42,46,46,147.132
08/03/2020,43,22.24048,22.24048,-230.371
08/03/2020,44,23.81,23.81,-239.137
08/03/2020,45,23.36,23.36,-207.944
08/03/2020,46,42.9,42.9,41.753
08/03/2020,47,43,43,61.947
08/03/2020,48,19.57,19.57,-210.312
09/03/2020,1,19.79,19.79,-134.727
09/03/2020,2,43.9,43.9,284.922
09/03/2020,3,43.94,43.94,300.225
09/03/2020,4,42.9,42.9,2.441
09/03/2020,5,19.59,19.59,-22.65
09/03/2020,6,19.09,19.09,-332.022
09/03/2020,7,18.58,18.58,-336.858
09/03/2020,8,17.83,17.83,-404.509
09/03/2020,9,19.55,19.55,-248.781
09/03/2020,10,2.5,2.5,-415.094
09/03/2020,11,43.95,43.95,364.953
09/03/2020,12,43.95,43.95,426.633
09/03/2020,13,43.95,43.95,246.15
09/03/2020,14,43.94,43.94,167.741
09/03/2020,15,56.14,56.14,534.225
09/03/2020,16,59.16437,59.16437,655.466
09/03/2020,17,45,45,285.695
09/03/2020,18,45,45,320.795
09/03/2020,19,50,50,262.922
09/03/2020,20,50,50,140.075
09/03/2020,21,24.6,24.6,-46.928
09/03/2020,22,15,15,-93.246
09/03/2020,23,43.75,43.75,24.35
09/03/2020,24,43.75,43.75,111.984
09/03/2020,25,43.75,43.75,176.479
09/03/2020,26,15.05,15.05,-32.831
09/03/2020,27,13.6,13.6,-222.507
09/03/2020,28,14.53,14.53,-193.082
09/03/2020,29,1.85,1.85,-346.972
09/03/2020,30,13.1,13.1,-647.184
09/03/2020,31,13.75,13.75,-228.035
09/03/2020,32,2.2,2.2,-5.476
09/03/2020,33,42.7,42.7,339.483
09/03/2020,34,42.45,42.45,181.947
09/03/2020,35,47.95,47.95,301.911
09/03/2020,36,54,54,431.165
09/03/2020,37,47.95,47.95,250.581
09/03/2020,38,16.15,16.15,-12.56
09/03/2020,39,13.1,13.1,-914.119
09/03/2020,40,2.21757,2.21757,-407.507
09/03/2020,41,43.75,43.75,23.444
09/03/2020,42,1.85,1.85,-270.199
09/03/2020,43,2.2,2.2,-293.201
09/03/2020,44,15.15,15.15,-132.843
09/03/2020,45,43,43,31.712
09/03/2020,46,43.75,43.75,209.802
09/03/2020,47,43,43,115.858
09/03/2020,48,2.5,2.5,-350.509
10/03/2020,1,2.5,2.5,-189.525
10/03/2020,2,2.5,2.5,-209.079
10/03/2020,3,11.46,11.46,-29.096
10/03/2020,4,2.5,2.5,-280.05
10/03/2020,5,2.5,2.5,-451.233
10/03/2020,6,2.5,2.5,-515.576
10/03/2020,7,2.5,2.5,-274.734
10/03/2020,8,2.5,2.5,-545.602
10/03/2020,9,2.5,2.5,-518.742
10/03/2020,10,7.22,7.22,-141.517
10/03/2020,11,43.25,43.25,61.417
10/03/2020,12,2.5,2.5,-37.318
10/03/2020,13,21.58,21.58,-283.315
10/03/2020,14,43.75,43.75,114.59
10/03/2020,15,0.5,0.5,-417.068
10/03/2020,16,0.5,0.5,-399.272
10/03/2020,17,1.85,1.85,-305.399
10/03/2020,18,19.93,19.93,-188.336
10/03/2020,19,42.4,42.4,111.403
10/03/2020,20,42.4,42.4,16.691
10/03/2020,21,42.25,42.25,46.738
10/03/2020,22,42.25,42.25,233.848
10/03/2020,23,42.4,42.4,283.213
10/03/2020,24,42.25,42.25,251.298
10/03/2020,25,42.25,42.25,184.779
10/03/2020,26,42.25,42.25,121.712
10/03/2020,27,42,42,5.632
10/03/2020,28,15.36,15.36,-60.498
10/03/2020,29,14.98657,14.98657,-132.637
10/03/2020,30,26,26,-243.252
10/03/2020,31,13,13,-278.767
10/03/2020,32,13,13,-135.475
10/03/2020,33,13.1,13.1,-55.913
10/03/2020,34,42.25,42.25,137.21
10/03/2020,35,42.25,42.25,47.613
10/03/2020,36,45,45,114.637
10/03/2020,37,52.8,52.8,399.561
10/03/2020,38,55,55,847.225
10/03/2020,39,52.8,52.8,485.118
10/03/2020,40,50.9,50.9,203.027
10/03/2020,41,50.9,50.9,79.904
10/03/2020,42,20,20,-13.777
10/03/2020,43,43,43,60.27
10/03/2020,44,44.4,44.4,456.696
10/03/2020,45,43,43,172.817
10/03/2020,46,42.9,42.9,110.778
10/03/2020,47,44,44,431.188
10/03/2020,48,44,44,424.084
11/03/2020,1,43,43,328.93
11/03/2020,2,44,44,530.982
11/03/2020,3,44,44,680.035
11/03/2020,4,44,44,460.523
11/03/2020,5,44,44,217.459
11/03/2020,6,40,40,-9.683
11/03/2020,7,6.54,6.54,-365.893
11/03/2020,8,5.47,5.47,-539.381
11/03/2020,9,17.12,17.12,-380.042
11/03/2020,10,18.14,18.14,-422.513
11/03/2020,11,22.34,22.34,-352.125
11/03/2020,12,0,0,-323.858
11/03/2020,13,0,0,-377.166
11/03/2020,14,44,44,157.463
11/03/2020,15,45,45,217.029
11/03/2020,16,45.9,45.9,133.111
11/03/2020,17,14.5,14.5,-155.289
11/03/2020,18,30.1,30.1,-3.991
11/03/2020,19,47,47,347.991
11/03/2020,20,45.9,45.9,410.386
11/03/2020,21,45,45,144.82
11/03/2020,22,35,35,-147.887
11/03/2020,23,13.1,13.1,-389.872
11/03/2020,24,13.1,13.1,-435.173
11/03/2020,25,13.1,13.1,-468.449
11/03/2020,26,13.1,13.1,-447.248
11/03/2020,27,18.28,18.28,-92.259
11/03/2020,28,43.95,43.95,174.159
11/03/2020,29,43,43,116.661
11/03/2020,30,13.1,13.1,-211.754
11/03/2020,31,13.18055,13.18055,-294.793
11/03/2020,32,14.5,14.5,-233.792
11/03/2020,33,41.99,41.99,131.739
11/03/2020,34,41.99,41.99,121.034
11/03/2020,35,47.5,47.5,220.454
11/03/2020,36,52,52,369.624
11/03/2020,37,53,53,688.424
11/03/2020,38,53.46,53.46,1085.382
11/03/2020,39,53.46,53.46,1107.106
11/03/2020,40,53.46,53.46,912.447
11/03/2020,41,52.2,52.2,723.906
11/03/2020,42,48,48,758.007
11/03/2020,43,45,45,495.115
11/03/2020,44,46,46,463.561
11/03/2020,45,44,44,244.86
11/03/2020,46,44,44,97.001
11/03/2020,47,46,46,629.019
11/03/2020,48,44,44,231.809
12/03/2020,1,44,44,108.102
12/03/2020,2,44,44,10.613
12/03/2020,3,3.11,3.11,-254.801
12/03/2020,4,2.5,2.5,-614.967
12/03/2020,5,-4.43,-4.43,-732.896
12/03/2020,6,-8,-8,-833.245
12/03/2020,7,-0.68,-0.68,-587.391
12/03/2020,8,-8,-8,-753.069
12/03/2020,9,2.5,2.5,-537.596
12/03/2020,10,2.5,2.5,-460.325
12/03/2020,11,6.46,6.46,-429.484
12/03/2020,12,16.07,16.07,-16.322
12/03/2020,13,44,44,452.349
12/03/2020,14,46,46,653.545
12/03/2020,15,46,46,207.692
12/03/2020,16,46,46,112.642
12/03/2020,17,46,46,129.221
12/03/2020,18,46,46,43.946
12/03/2020,19,15.75,15.75,-10.972
12/03/2020,20,45,45,64.026
12/03/2020,21,46,46,377.03
12/03/2020,22,46,46,299.796
12/03/2020,23,44,44,126.748
12/03/2020,24,44,44,176.127
12/03/2020,25,44,44,116.892
12/03/2020,26,43.85,43.85,161.646
12/03/2020,27,43.85,43.85,55.942
12/03/2020,28,21.12,21.12,-10.91
12/03/2020,29,43.85,43.85,106.649
12/03/2020,30,43.85,43.85,57.451
12/03/2020,31,44,44,239.011
12/03/2020,32,46,46,273.053
12/03/2020,33,44,44,39.221
12/03/2020,34,46,46,78.075
12/03/2020,35,48,48,87.315
12/03/2020,36,48,48,163.075
12/03/2020,37,48.7,48.7,271.591
12/03/2020,38,49,49,478.222
12/03/2020,39,49,49,558.836
12/03/2020,40,48,48,150.216
12/03/2020,41,16.52,16.52,-66.744
12/03/2020,42,16.52,16.52,-290.74
12/03/2020,43,20.25,20.25,-75.202
12/03/2020,44,44,44,282.385
12/03/2020,45,43.5,43.5,190.374
12/03/2020,46,43.5,43.5,93.983
12/03/2020,47,25.41,25.41,-200.999
12/03/2020,48,18.46,18.46,-104.136
13/03/2020,1,28.48,28.48,-177.878
13/03/2020,2,43.85,43.85,52.015
13/03/2020,3,43.85,43.85,101.641
13/03/2020,4,15.4,15.4,-213.018
13/03/2020,5,9.36,9.36,-213.892
13/03/2020,6,9.36,9.36,-283.772
13/03/2020,7,2.5,2.5,-570.808
13/03/2020,8,2.5,2.5,-483.475
13/03/2020,9,2.5,2.5,-442.968
13/03/2020,10,13.26,13.26,-327.42
13/03/2020,11,21.54,21.54,-128.806
13/03/2020,12,21.57,21.57,-50.021
13/03/2020,13,45,45,651.206
13/03/2020,14,45,45,328.768
13/03/2020,15,10.31773,10.31773,-139.675
13/03/2020,16,15.15,15.15,-75.288
13/03/2020,17,13.6,13.6,-460.141
13/03/2020,18,15.05,15.05,-289.274
13/03/2020,19,47,47,346.312
13/03/2020,20,47,47,598.924
13/03/2020,21,47,47,426.99
13/03/2020,22,47,47,137.459
13/03/2020,23,16,16,-112.424
13/03/2020,24,42.5,42.5,48.457
13/03/2020,25,42.5,42.5,37.745
13/03/2020,26,16,16,-252.85
13/03/2020,27,16,16,-316.254
13/03/2020,28,16,16,-277.317
13/03/2020,29,16.5,16.5,-227.098
13/03/2020,30,16.5,16.5,-118.512
13/03/2020,31,16.5,16.5,-105.885
13/03/2020,32,47.25,47.25,37.491
13/03/2020,33,47.25,47.25,125.457
13/03/2020,34,17.26,17.26,-50.28
13/03/2020,35,16.5,16.5,-335.687
13/03/2020,36,20,20,-120.65
13/03/2020,37,20,20,-72.858
13/03/2020,38,80,80,134.039
13/03/2020,39,65.7,65.7,179.078
13/03/2020,40,44,44,49.473
13/03/2020,41,44,44,112.972
13/03/2020,42,15,15,-216.016
13/03/2020,43,16.6,16.6,-189.553
13/03/2020,44,16,16,-178.718
13/03/2020,45,16,16,-129.505
13/03/2020,46,16,16,-121.66
13/03/2020,47,44,44,419.473
13/03/2020,48,44,44,362.331
14/03/2020,1,42.4,42.4,9.154
14/03/2020,2,43.85,43.85,158.576
14/03/2020,3,24.93,24.93,-128.203
14/03/2020,4,3,3,-456.689
14/03/2020,5,10.66,10.66,-405.305
14/03/2020,6,3,3,-423.422
14/03/2020,7,7.53,7.53,-268.328
